MH0281	Organometallics	1
MH0281	DIOH-ISOVALERATE	0
MH0281	3-HYDROXY-ISOBUTYRATE	0
MH0281	CPD-18969	0
MH0281	Nitriles	0
MH0281	4-HYDROXYMANDELATE	0
MH0281	CPD-18518	0
MH0281	Polymeric-Compounds	0
MH0281	Phenyl-Acetates	0
MH0281	All-Nucleosides	3
MH0281	Luciferins	0
MH0281	ATROPINE	0
MH0281	Nitrogen-Molecular-Entities	6
MH0281	Phosphorus-Molecular-Entities	0
MH0281	Groups	0
MH0281	ISOTHIOCYANATES	0
MH0281	Esters	8
MH0281	Acyl-Phosphates	0
MH0281	CPD-841	0
MH0281	Aldehydes-Or-Ketones	3
MH0281	CPD-20333	0
MH0281	THIOHYDROXIMATE-O-SULFATES	0
MH0281	Organooxygen-Compounds	0
MH0281	CPD-741	0
MH0281	N-ACETYL-O-ACETYLNEURAMINATE	0
MH0281	Alcohols	3
MH0281	Drugs	0
MH0281	All-Carbohydrates	13
MH0281	MELANIN	0
MH0281	2-HYDROXYGLUTARIC_ACID	0
MH0281	Protein-bound-uremic-retention-solutes	0
MH0281	CPD-18970	0
MH0281	CPD-21759	0
MH0281	CPD-21765	0
MH0281	CPD-10572	0
MH0281	CPD-7076	0
MH0281	CPD-15479	0
MH0281	Nitrohydrocarbons	0
MH0281	2-Phenyloxirane	0
MH0281	Vitamins	0
MH0281	ALBENDAZOLE-S-OXIDE	0
MH0281	CPD-14020	0
MH0281	All-Amines	1
MH0281	n-Acetyl-n-2-keto-compounds	0
MH0281	ANILIDE	0
MH0281	Lipids	0
MH0281	CPD-21757	0
MH0281	5-10-METHENYL-THF-GLU-N	0
MH0281	CPD-624	1
MH0281	DL-Phospholactate	0
MH0281	Dyes	0
MH0281	4-HYDROXYPHENYLLACTATE	0
MH0281	piperidine-3-carboxylate	0
MH0281	Aromatics	3
MH0281	CPD-20952	0
MH0281	Amides	0
MH0281	Antibiotics	1
MH0281	Polymer-Segment-Enzyme-Substrates	0
MH0281	DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH	0
MH0281	6-Hydroxy-37-dimethyloctanoate	0
MH0281	Pseudomonic-Acids	0
MH0281	DL-Phosphomalate	0
MH0281	Depsipeptides	0
MH0281	2-OXINDOLE-3-ACETYL-HEXOSE	0
MH0281	CPD-19427	0
MH0281	Isocyanides	0
MH0281	Hormones	0
MH0281	CPD-14306	0
MH0281	CPD-8548	0
MH0281	12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL1	0
MH0281	CPD-5242	0
MH0281	Glycerol-1-phosphate	0
MH0281	Ureido-Compounds	0
MH0281	Acceptors	0
MH0281	3-AMINO-6-ACETAMIDOHEXANOATE	1
MH0281	3-Polyrenyl-benzene-1-2-diols	0
MH0281	All-Amino-Acids	1
MH0281	Indolocarbazoles	0
MH0281	GLUCOSE-16-DIPHOSPHATE	0
MH0281	Haloacetates	0
MH0281	CPD-21758	0
MH0281	Prostaglandins	0
MH0281	Inorganic-Compounds	0
MH0281	epoxides	0
MH0281	an-antimicrobial-agent	0
MH0281	Steroids	1
MH0281	CPD-12378	0
MH0281	Acetylenic-Compounds	0
MH0281	Benzoin	0
MH0281	CPD-7999	0
MH0281	CPD-6262	0
MH0281	Cofactors	0
MH0281	Pyrroles	0
MH0281	Pseudo-Compounds	0
MH0281	Methyl-Branched-Lipids	0
MH0281	Hydrocarbons	0
MH0281	Salts	0
MH0281	3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL	0
MH0281	CPD-362	0
MH0281	Radicals	0
MH0281	Secondary-Metabolites	3
MH0281	Others	27
MH0281	Hydrazides	0
MH0281	CPD-189	0
MH0281	CPD-19352	0
MH0281	DTDP-4-DEHYDRO-6-DEOXY-D-GALACTOSE	0
MH0281	Hydrazines	0
MH0281	CPD-14325	0
MH0281	Orthophosphoric-Monoesters	0
MH0281	CPD-1084	0
MH0281	Organic-heterocyclic-compound	6
MH0281	Imines	0
MH0281	CPD-1119	0
MH0281	CPD-12179	0
MH0281	LIPOPEPTIDE	0
MH0281	2-Methoxy-6-polyprenyl-phenols	0
MH0281	Peroxides	0
MH0281	Hydroxamates	0
MH0281	Peptides	0
MH0281	Pyrimidodiazepines	0
MH0281	CPD-16987	0
MH0281	Dolichol-PP	0
MH0281	Acids	10
MH0281	R-OR-S-2-HYDROXYPROPYL-COM	0
MH0281	DOLICHOLP	0
MH0281	CPD-19426	0
MH0281	CPD-19425	0
MH0281	2-Halobenzoate	0
MH0281	CPD-21764	0
MH0281	Organohalogen-Compounds	0
MH0281	Non-Metabolic-Compounds	0
MH0281	Trans-23-dihydro-3-hydroxyanthranilate	0
MH0281	Ions	1
MH0281	ORGANOSULFUR	2
MH0281	Carbopolycyclic-compounds	0
MH0281	2-Polyprenyl-Phenol	0
MH0281	Macrocycles	3
MH0281	8-Methoxyfurocoumarins	0
MH0281	Timolol	0
MH0281	12-EPOXYPROPANE	0
MH0281	CDPDIACYLGLYCEROL	0
MH0281	Oximes	0
MH0281	Glycerophosphodiesters	0
MH0281	POLYPRENYLPHOSPHATE-GLUCOSE	0
MH0281	CPD-16445	0
MH0281	unknown	0
MH0451	Organometallics	0
MH0451	DIOH-ISOVALERATE	0
MH0451	3-HYDROXY-ISOBUTYRATE	0
MH0451	CPD-18969	0
MH0451	Nitriles	1
MH0451	4-HYDROXYMANDELATE	0
MH0451	CPD-18518	0
MH0451	Polymeric-Compounds	0
MH0451	Phenyl-Acetates	0
MH0451	All-Nucleosides	2
MH0451	Luciferins	0
MH0451	ATROPINE	0
MH0451	Nitrogen-Molecular-Entities	4
MH0451	Phosphorus-Molecular-Entities	0
MH0451	Groups	0
MH0451	ISOTHIOCYANATES	0
MH0451	Esters	12
MH0451	Acyl-Phosphates	0
MH0451	CPD-841	0
MH0451	Aldehydes-Or-Ketones	2
MH0451	CPD-20333	0
MH0451	THIOHYDROXIMATE-O-SULFATES	0
MH0451	Organooxygen-Compounds	0
MH0451	CPD-741	0
MH0451	N-ACETYL-O-ACETYLNEURAMINATE	0
MH0451	Alcohols	4
MH0451	Drugs	0
MH0451	All-Carbohydrates	10
MH0451	MELANIN	0
MH0451	2-HYDROXYGLUTARIC_ACID	0
MH0451	Protein-bound-uremic-retention-solutes	0
MH0451	CPD-18970	0
MH0451	CPD-21759	0
MH0451	CPD-21765	0
MH0451	CPD-10572	0
MH0451	CPD-7076	0
MH0451	CPD-15479	0
MH0451	Nitrohydrocarbons	0
MH0451	2-Phenyloxirane	0
MH0451	Vitamins	0
MH0451	ALBENDAZOLE-S-OXIDE	0
MH0451	CPD-14020	0
MH0451	All-Amines	3
MH0451	n-Acetyl-n-2-keto-compounds	0
MH0451	ANILIDE	0
MH0451	Lipids	0
MH0451	CPD-21757	0
MH0451	5-10-METHENYL-THF-GLU-N	0
MH0451	CPD-624	0
MH0451	DL-Phospholactate	0
MH0451	Dyes	0
MH0451	4-HYDROXYPHENYLLACTATE	0
MH0451	piperidine-3-carboxylate	0
MH0451	Aromatics	14
MH0451	CPD-20952	0
MH0451	Amides	0
MH0451	Antibiotics	0
MH0451	Polymer-Segment-Enzyme-Substrates	0
MH0451	DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH	0
MH0451	6-Hydroxy-37-dimethyloctanoate	0
MH0451	Pseudomonic-Acids	0
MH0451	DL-Phosphomalate	0
MH0451	Depsipeptides	0
MH0451	2-OXINDOLE-3-ACETYL-HEXOSE	0
MH0451	CPD-19427	0
MH0451	Isocyanides	0
MH0451	Hormones	1
MH0451	CPD-14306	0
MH0451	CPD-8548	0
MH0451	12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL1	0
MH0451	CPD-5242	0
MH0451	Glycerol-1-phosphate	0
MH0451	Ureido-Compounds	1
MH0451	Acceptors	0
MH0451	3-AMINO-6-ACETAMIDOHEXANOATE	0
MH0451	3-Polyrenyl-benzene-1-2-diols	0
MH0451	All-Amino-Acids	3
MH0451	Indolocarbazoles	0
MH0451	GLUCOSE-16-DIPHOSPHATE	0
MH0451	Haloacetates	0
MH0451	CPD-21758	0
MH0451	Prostaglandins	0
MH0451	Inorganic-Compounds	0
MH0451	epoxides	0
MH0451	an-antimicrobial-agent	0
MH0451	Steroids	1
MH0451	CPD-12378	0
MH0451	Acetylenic-Compounds	0
MH0451	Benzoin	0
MH0451	CPD-7999	0
MH0451	CPD-6262	0
MH0451	Cofactors	0
MH0451	Pyrroles	0
MH0451	Pseudo-Compounds	0
MH0451	Methyl-Branched-Lipids	0
MH0451	Hydrocarbons	0
MH0451	Salts	0
MH0451	3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL	0
MH0451	CPD-362	0
MH0451	Radicals	0
MH0451	Secondary-Metabolites	1
MH0451	Others	29
MH0451	Hydrazides	0
MH0451	CPD-189	0
MH0451	CPD-19352	0
MH0451	DTDP-4-DEHYDRO-6-DEOXY-D-GALACTOSE	0
MH0451	Hydrazines	0
MH0451	CPD-14325	0
MH0451	Orthophosphoric-Monoesters	0
MH0451	CPD-1084	0
MH0451	Organic-heterocyclic-compound	4
MH0451	Imines	0
MH0451	CPD-1119	0
MH0451	CPD-12179	0
MH0451	LIPOPEPTIDE	0
MH0451	2-Methoxy-6-polyprenyl-phenols	0
MH0451	Peroxides	0
MH0451	Hydroxamates	0
MH0451	Peptides	1
MH0451	Pyrimidodiazepines	0
MH0451	CPD-16987	0
MH0451	Dolichol-PP	0
MH0451	Acids	14
MH0451	R-OR-S-2-HYDROXYPROPYL-COM	0
MH0451	DOLICHOLP	0
MH0451	CPD-19426	0
MH0451	CPD-19425	0
MH0451	2-Halobenzoate	0
MH0451	CPD-21764	0
MH0451	Organohalogen-Compounds	0
MH0451	Non-Metabolic-Compounds	0
MH0451	Trans-23-dihydro-3-hydroxyanthranilate	0
MH0451	Ions	1
MH0451	ORGANOSULFUR	4
MH0451	Carbopolycyclic-compounds	0
MH0451	2-Polyprenyl-Phenol	0
MH0451	Macrocycles	2
MH0451	8-Methoxyfurocoumarins	0
MH0451	Timolol	0
MH0451	12-EPOXYPROPANE	0
MH0451	CDPDIACYLGLYCEROL	0
MH0451	Oximes	0
MH0451	Glycerophosphodiesters	0
MH0451	POLYPRENYLPHOSPHATE-GLUCOSE	0
MH0451	CPD-16445	0
MH0451	unknown	0
NG5636126	Organometallics	5
NG5636126	DIOH-ISOVALERATE	0
NG5636126	3-HYDROXY-ISOBUTYRATE	0
NG5636126	CPD-18969	0
NG5636126	Nitriles	1
NG5636126	4-HYDROXYMANDELATE	0
NG5636126	CPD-18518	0
NG5636126	Polymeric-Compounds	0
NG5636126	Phenyl-Acetates	0
NG5636126	All-Nucleosides	3
NG5636126	Luciferins	0
NG5636126	ATROPINE	0
NG5636126	Nitrogen-Molecular-Entities	15
NG5636126	Phosphorus-Molecular-Entities	0
NG5636126	Groups	1
NG5636126	ISOTHIOCYANATES	0
NG5636126	Esters	13
NG5636126	Acyl-Phosphates	0
NG5636126	CPD-841	0
NG5636126	Aldehydes-Or-Ketones	2
NG5636126	CPD-20333	0
NG5636126	THIOHYDROXIMATE-O-SULFATES	0
NG5636126	Organooxygen-Compounds	0
NG5636126	CPD-741	0
NG5636126	N-ACETYL-O-ACETYLNEURAMINATE	0
NG5636126	Alcohols	4
NG5636126	Drugs	0
NG5636126	All-Carbohydrates	29
NG5636126	MELANIN	0
NG5636126	2-HYDROXYGLUTARIC_ACID	0
NG5636126	Protein-bound-uremic-retention-solutes	0
NG5636126	CPD-18970	0
NG5636126	CPD-21759	0
NG5636126	CPD-21765	0
NG5636126	CPD-10572	0
NG5636126	CPD-7076	0
NG5636126	CPD-15479	0
NG5636126	Nitrohydrocarbons	0
NG5636126	2-Phenyloxirane	0
NG5636126	Vitamins	0
NG5636126	ALBENDAZOLE-S-OXIDE	0
NG5636126	CPD-14020	0
NG5636126	All-Amines	4
NG5636126	n-Acetyl-n-2-keto-compounds	0
NG5636126	ANILIDE	0
NG5636126	Lipids	33
NG5636126	CPD-21757	0
NG5636126	5-10-METHENYL-THF-GLU-N	0
NG5636126	CPD-624	1
NG5636126	DL-Phospholactate	0
NG5636126	Dyes	0
NG5636126	4-HYDROXYPHENYLLACTATE	0
NG5636126	piperidine-3-carboxylate	0
NG5636126	Aromatics	25
NG5636126	CPD-20952	0
NG5636126	Amides	0
NG5636126	Antibiotics	0
NG5636126	Polymer-Segment-Enzyme-Substrates	0
NG5636126	DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH	0
NG5636126	6-Hydroxy-37-dimethyloctanoate	0
NG5636126	Pseudomonic-Acids	0
NG5636126	DL-Phosphomalate	0
NG5636126	Depsipeptides	0
NG5636126	2-OXINDOLE-3-ACETYL-HEXOSE	0
NG5636126	CPD-19427	0
NG5636126	Isocyanides	0
NG5636126	Hormones	1
NG5636126	CPD-14306	0
NG5636126	CPD-8548	0
NG5636126	12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL1	0
NG5636126	CPD-5242	0
NG5636126	Glycerol-1-phosphate	0
NG5636126	Ureido-Compounds	0
NG5636126	Acceptors	11
NG5636126	3-AMINO-6-ACETAMIDOHEXANOATE	0
NG5636126	3-Polyrenyl-benzene-1-2-diols	1
NG5636126	All-Amino-Acids	1
NG5636126	Indolocarbazoles	0
NG5636126	GLUCOSE-16-DIPHOSPHATE	0
NG5636126	Haloacetates	0
NG5636126	CPD-21758	0
NG5636126	Prostaglandins	0
NG5636126	Inorganic-Compounds	0
NG5636126	epoxides	0
NG5636126	an-antimicrobial-agent	0
NG5636126	Steroids	1
NG5636126	CPD-12378	0
NG5636126	Acetylenic-Compounds	0
NG5636126	Benzoin	0
NG5636126	CPD-7999	0
NG5636126	CPD-6262	0
NG5636126	Cofactors	1
NG5636126	Pyrroles	0
NG5636126	Pseudo-Compounds	0
NG5636126	Methyl-Branched-Lipids	0
NG5636126	Hydrocarbons	0
NG5636126	Salts	0
NG5636126	3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL	0
NG5636126	CPD-362	0
NG5636126	Radicals	0
NG5636126	Secondary-Metabolites	11
NG5636126	Others	50
NG5636126	Hydrazides	0
NG5636126	CPD-189	0
NG5636126	CPD-19352	0
NG5636126	DTDP-4-DEHYDRO-6-DEOXY-D-GALACTOSE	0
NG5636126	Hydrazines	0
NG5636126	CPD-14325	0
NG5636126	Orthophosphoric-Monoesters	0
NG5636126	CPD-1084	0
NG5636126	Organic-heterocyclic-compound	15
NG5636126	Imines	0
NG5636126	CPD-1119	0
NG5636126	CPD-12179	0
NG5636126	LIPOPEPTIDE	0
NG5636126	2-Methoxy-6-polyprenyl-phenols	1
NG5636126	Peroxides	0
NG5636126	Hydroxamates	0
NG5636126	Peptides	1
NG5636126	Pyrimidodiazepines	0
NG5636126	CPD-16987	0
NG5636126	Dolichol-PP	0
NG5636126	Acids	17
NG5636126	R-OR-S-2-HYDROXYPROPYL-COM	0
NG5636126	DOLICHOLP	0
NG5636126	CPD-19426	0
NG5636126	CPD-19425	0
NG5636126	2-Halobenzoate	0
NG5636126	CPD-21764	0
NG5636126	Organohalogen-Compounds	1
NG5636126	Non-Metabolic-Compounds	0
NG5636126	Trans-23-dihydro-3-hydroxyanthranilate	0
NG5636126	Ions	0
NG5636126	ORGANOSULFUR	4
NG5636126	Carbopolycyclic-compounds	0
NG5636126	2-Polyprenyl-Phenol	3
NG5636126	Macrocycles	5
NG5636126	8-Methoxyfurocoumarins	0
NG5636126	Timolol	0
NG5636126	12-EPOXYPROPANE	0
NG5636126	CDPDIACYLGLYCEROL	0
NG5636126	Oximes	0
NG5636126	Glycerophosphodiesters	0
NG5636126	POLYPRENYLPHOSPHATE-GLUCOSE	0
NG5636126	CPD-16445	0
NG5636126	unknown	0
MH0418	Organometallics	0
MH0418	DIOH-ISOVALERATE	0
MH0418	3-HYDROXY-ISOBUTYRATE	0
MH0418	CPD-18969	0
MH0418	Nitriles	1
MH0418	4-HYDROXYMANDELATE	0
MH0418	CPD-18518	0
MH0418	Polymeric-Compounds	0
MH0418	Phenyl-Acetates	0
MH0418	All-Nucleosides	2
MH0418	Luciferins	0
MH0418	ATROPINE	0
MH0418	Nitrogen-Molecular-Entities	4
MH0418	Phosphorus-Molecular-Entities	0
MH0418	Groups	0
MH0418	ISOTHIOCYANATES	0
MH0418	Esters	9
MH0418	Acyl-Phosphates	0
MH0418	CPD-841	0
MH0418	Aldehydes-Or-Ketones	0
MH0418	CPD-20333	0
MH0418	THIOHYDROXIMATE-O-SULFATES	0
MH0418	Organooxygen-Compounds	0
MH0418	CPD-741	0
MH0418	N-ACETYL-O-ACETYLNEURAMINATE	0
MH0418	Alcohols	2
MH0418	Drugs	0
MH0418	All-Carbohydrates	5
MH0418	MELANIN	0
MH0418	2-HYDROXYGLUTARIC_ACID	0
MH0418	Protein-bound-uremic-retention-solutes	0
MH0418	CPD-18970	0
MH0418	CPD-21759	0
MH0418	CPD-21765	0
MH0418	CPD-10572	0
MH0418	CPD-7076	0
MH0418	CPD-15479	0
MH0418	Nitrohydrocarbons	0
MH0418	2-Phenyloxirane	0
MH0418	Vitamins	0
MH0418	ALBENDAZOLE-S-OXIDE	0
MH0418	CPD-14020	0
MH0418	All-Amines	3
MH0418	n-Acetyl-n-2-keto-compounds	0
MH0418	ANILIDE	0
MH0418	Lipids	0
MH0418	CPD-21757	0
MH0418	5-10-METHENYL-THF-GLU-N	0
MH0418	CPD-624	0
MH0418	DL-Phospholactate	0
MH0418	Dyes	0
MH0418	4-HYDROXYPHENYLLACTATE	0
MH0418	piperidine-3-carboxylate	0
MH0418	Aromatics	10
MH0418	CPD-20952	0
MH0418	Amides	0
MH0418	Antibiotics	0
MH0418	Polymer-Segment-Enzyme-Substrates	0
MH0418	DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH	0
MH0418	6-Hydroxy-37-dimethyloctanoate	0
MH0418	Pseudomonic-Acids	0
MH0418	DL-Phosphomalate	0
MH0418	Depsipeptides	0
MH0418	2-OXINDOLE-3-ACETYL-HEXOSE	0
MH0418	CPD-19427	0
MH0418	Isocyanides	0
MH0418	Hormones	1
MH0418	CPD-14306	0
MH0418	CPD-8548	0
MH0418	12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL1	0
MH0418	CPD-5242	0
MH0418	Glycerol-1-phosphate	0
MH0418	Ureido-Compounds	1
MH0418	Acceptors	0
MH0418	3-AMINO-6-ACETAMIDOHEXANOATE	0
MH0418	3-Polyrenyl-benzene-1-2-diols	0
MH0418	All-Amino-Acids	4
MH0418	Indolocarbazoles	0
MH0418	GLUCOSE-16-DIPHOSPHATE	0
MH0418	Haloacetates	1
MH0418	CPD-21758	0
MH0418	Prostaglandins	0
MH0418	Inorganic-Compounds	0
MH0418	epoxides	0
MH0418	an-antimicrobial-agent	0
MH0418	Steroids	1
MH0418	CPD-12378	0
MH0418	Acetylenic-Compounds	0
MH0418	Benzoin	0
MH0418	CPD-7999	0
MH0418	CPD-6262	0
MH0418	Cofactors	0
MH0418	Pyrroles	0
MH0418	Pseudo-Compounds	0
MH0418	Methyl-Branched-Lipids	0
MH0418	Hydrocarbons	0
MH0418	Salts	0
MH0418	3-PHOSPHATIDYL-3-O-L-LYSYLGLYCEROL	0
MH0418	CPD-362	0
MH0418	Radicals	0
MH0418	Secondary-Metabolites	0
MH0418	Others	28
MH0418	Hydrazides	0
MH0418	CPD-189	0
MH0418	CPD-19352	0
MH0418	DTDP-4-DEHYDRO-6-DEOXY-D-GALACTOSE	0
MH0418	Hydrazines	0
MH0418	CPD-14325	0
MH0418	Orthophosphoric-Monoesters	0
MH0418	CPD-1084	0
MH0418	Organic-heterocyclic-compound	4
MH0418	Imines	0
MH0418	CPD-1119	0
MH0418	CPD-12179	0
MH0418	LIPOPEPTIDE	0
MH0418	2-Methoxy-6-polyprenyl-phenols	0
MH0418	Peroxides	0
MH0418	Hydroxamates	0
MH0418	Peptides	0
MH0418	Pyrimidodiazepines	0
MH0418	CPD-16987	0
MH0418	Dolichol-PP	0
MH0418	Acids	11
MH0418	R-OR-S-2-HYDROXYPROPYL-COM	0
MH0418	DOLICHOLP	0
MH0418	CPD-19426	0
MH0418	CPD-19425	0
MH0418	2-Halobenzoate	0
MH0418	CPD-21764	0
MH0418	Organohalogen-Compounds	1
MH0418	Non-Metabolic-Compounds	0
MH0418	Trans-23-dihydro-3-hydroxyanthranilate	0
MH0418	Ions	0
MH0418	ORGANOSULFUR	2
MH0418	Carbopolycyclic-compounds	0
MH0418	2-Polyprenyl-Phenol	0
